User_ID,Female,Age,Location,Verification,Heterosexual,Homosexual,bicurious,bisexual,Dominant,Submisive,Switch,Men,Men_and_Women,Nobody,Nobody_but_maybe,Women,Points_Rank,Last_login,Member_since_year,Member_since_month,Member_since_day,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Number of Friends,Profile_pictures,Friends_ID_list,Risk
21471,False,33.9,B,True,1,0,0,0,1,0,0,0,0,0,0,1,155,3,2013,9,26,59,0,1,0,1,0,32494,0.0
22458,True,48.6,L,False,1,0,0,0,1,0,0,0,0,0,1,0,236,1,2013,11,5,501,0,0,0,1,25,nan,0.0
24160,False,56.2,K,False,1,0,0,0,0,1,0,0,0,0,0,1,60,315,2014,1,10,68,6934,2,0,2,0,"24707,2336",0.0
25379,False,35.3,A,False,1,0,0,0,0,1,0,0,0,0,0,1,18,6,2014,3,4,3,205,1,0,1,0,nan,0.0
27804,True,23.8,B,False,0,0,0,1,0,1,0,0,0,1,0,0,29,3,2014,6,24,247,85,0,0,1,5,8696,0.0
27813,False,35.3,A,False,1,0,0,0,0,1,0,0,0,1,0,0,0,15,2014,6,24,0,200,0,0,1,0,nan,0.0
3030,False,36.7,A,False,1,0,0,0,1,0,0,0,0,0,1,0,564,1,2011,6,14,845,4,0,0,1,0,32032,0.0
31596,False,39.3,K,True,1,0,0,0,1,0,0,0,0,0,1,0,296,57,2014,11,29,355,1259,0,0,3,0,"29417,17282,20332",0.0
31627,False,47.3,L,False,1,0,0,0,1,0,0,0,0,0,0,1,66,386,2014,11,30,166,0,0,0,1,0,nan,0.0
31698,True,29.7,A,True,0,0,1,0,0,1,0,0,0,1,0,0,404,1,2014,12,3,332,579,0,3,11,11,"29417,42259,39854,44455,38169,9752,46324,18996,39505,19248,37801",0.0
3377,False,50.8,F,False,1,0,0,0,0,0,1,0,0,0,1,0,20,212,2011,8,16,42,1,1,0,1,0,nan,0.0
34759,False,26.8,C,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,4,20,0,2304,0,0,1,0,42882,0.0
34980,True,31.3,A,False,1,0,0,0,0,1,0,0,0,0,1,0,0,725,2015,5,4,0,0,0,0,1,0,nan,0.0
35266,False,39.2,M,False,1,0,0,0,0,0,1,0,0,0,0,1,0,11,2015,5,20,0,0,0,0,1,0,nan,0.0
37385,False,35.6,C,True,1,0,0,0,0,0,1,0,0,0,0,1,195,1,2015,9,9,168,136350,2,4,4,3,"37170,31150,20332,9833",0.0
37521,False,62.0,O,False,1,0,0,0,0,0,1,0,0,0,0,1,56,1,2015,9,17,43,905,0,2,5,0,"25139,43995,35555,41486,38957",0.0
3987,False,28.1,L,True,1,0,0,0,0,0,1,0,0,0,0,1,226,9,2011,11,17,73,0,0,0,1,2,nan,0.0
40412,False,24.6,E,False,1,0,0,0,0,1,0,0,0,1,0,0,0,4,2016,2,27,0,0,0,0,1,0,nan,0.0
42646,False,22.1,E,True,1,0,0,0,0,0,1,0,0,0,0,1,90,1,2016,7,2,2,0,0,0,1,1,42074,0.0
43605,True,24.9,H,False,0,0,0,1,0,0,1,0,1,0,0,0,78,3,2016,8,23,62,6304,0,0,4,10,"44736,18996,27733,42022",0.0
43656,False,54.3,L,False,0,0,0,1,1,0,0,0,0,0,0,1,32,3,2016,8,26,4,0,0,0,1,6,nan,0.0
44151,False,29.9,G,False,1,0,0,0,0,0,1,0,0,0,0,0,58,5,2016,9,19,36,0,2,0,1,3,nan,0.0
45230,False,24.5,E,False,1,0,0,0,0,0,1,0,0,0,0,1,15,1,2016,11,13,0,196,1,0,5,0,"38183,46745,41118,40106,46970",0.0
45884,True,26.4,J,False,0,0,0,1,0,1,0,0,0,1,0,0,83,1,2016,12,20,66,42,0,0,4,7,"48420,45919,43254,14",0.0
46195,True,28.6,B,True,1,0,0,0,0,1,0,0,0,0,1,0,124,1,2017,1,5,57,7247,0,0,5,1,"47795,48026,30039,18247,8941",0.0
46629,False,24.6,E,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2017,1,25,0,0,0,0,2,0,"46852,43140",0.0
46681,False,42.6,E,False,1,0,0,0,0,0,1,0,0,0,0,1,0,30,2017,1,28,0,31,0,0,1,0,nan,0.0
46911,True,20.7,B,False,1,0,0,0,0,1,0,0,0,1,0,0,29,3,2017,2,9,17,19,0,0,9,1,"41627,17793,10774,34961,44885,38847,42345,45646,5196",0.0
47601,False,40.4,L,False,1,0,0,0,0,0,1,0,0,0,0,1,32,16,2017,3,15,47,16,0,0,1,0,25977,0.0
47917,False,35.5,B,False,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2017,3,29,0,25,0,0,1,0,nan,0.0
48294,False,24.0,A,False,1,0,0,0,0,0,1,0,0,0,1,0,10,1,2017,4,15,8,0,0,0,1,2,nan,0.0
6035,False,52.3,A,False,1,0,0,0,0,1,0,0,0,0,0,1,114,1,2012,7,2,120,406,1,0,1,0,nan,0.0
6065,False,47.2,F,False,1,0,0,0,1,0,0,0,0,0,1,0,93,1,2012,7,2,78,26,0,0,3,16,"6233,30615,30739",0.0
6163,False,31.4,C,False,1,0,0,0,1,0,0,0,0,1,0,0,19,1,2012,7,3,7,26742,0,0,18,0,"17515,39471,31540,42882,33026,35845,16298,30977,13028,39200,31527,28907,19347,34707,28328,42617,38657,17795",0.0
6418,False,41.0,F,False,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2012,7,5,34,290,2,0,1,0,nan,0.0
6732,False,36.0,S,False,0,0,1,0,0,1,0,0,1,0,0,0,3,7,2012,7,9,4,37,3,0,5,0,"11079,12617,29822,10270,43268",0.0
83,False,28.7,B,False,1,0,0,0,0,1,0,0,0,0,1,0,51,3,2009,11,9,96,13878,0,0,2,0,"20546,21074",0.0
8696,False,41.7,A,True,1,0,0,0,1,0,0,0,0,0,0,1,451,3,2012,8,8,771,559,0,0,22,33,"26651,11297,6578,27804,9507,11989,12330,26442,14635,12244,38201,35660,10864,45047,19070,28235,19366,9236,8746,31046,9886,7830",0.0
881,False,40.8,K,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2010,5,2,0,69,0,0,1,2,31757,0.0
9479,False,31.8,A,False,0,1,0,0,0,0,1,1,0,0,0,0,268,64,2012,8,25,92,5,0,0,15,33,"11476,21928,5073,9660,42259,14635,21430,6094,7881,9436,4808,8746,5648,9491,26991",0.0
9550,True,49.9,B,True,0,0,0,1,1,0,0,0,1,0,0,0,429,89,2012,8,27,267,3537,0,0,11,5,"2460,6829,23361,10510,9436,6077,20566,8746,9636,9491,9137",0.0
12262,False,35.7,A,False,1,0,0,0,0,1,0,0,0,0,0,1,0,4,2012,11,17,0,0,0,0,1,0,nan,1.0
12944,False,41.1,A,False,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2012,12,11,1,18,1,0,1,0,14888,1.0
1353,False,49.6,A,False,1,0,0,0,0,1,0,0,0,1,0,0,15,11,2010,8,9,0,0,0,0,1,0,nan,1.0
13767,False,27.9,A,False,0,0,1,0,0,1,0,0,0,1,0,0,5,6,2013,1,8,0,350,0,0,3,0,"24866,4434,18537",1.0
15172,False,52.3,E,False,1,0,0,0,0,1,0,0,0,1,0,0,0,424,2013,2,10,0,0,0,0,1,0,nan,1.0
17871,False,27.3,F,False,1,0,0,0,0,1,0,0,0,0,0,1,15,1,2013,5,12,0,59,1,0,1,0,nan,1.0
19635,True,45.0,A,False,1,0,0,0,1,0,0,0,0,1,0,0,25,11,2013,7,14,41,0,0,0,3,0,"11708,22111,19542",1.0
21180,True,33.8,S,False,0,0,1,0,0,0,1,0,1,0,0,0,12,1306,2013,9,13,1,2508,0,0,3,0,"21224,16604,21252",1.0
22592,False,35.2,B,False,1,0,0,0,0,1,0,0,0,0,0,1,0,1255,2013,11,11,0,0,0,0,1,0,nan,1.0
23282,False,27.3,A,False,0,0,1,0,0,1,0,0,1,0,0,0,28,4,2013,12,11,13,0,1,0,1,0,nan,1.0
23362,False,24.9,B,True,1,0,0,0,0,1,0,0,0,0,0,1,512,4,2013,12,14,644,142,0,0,2,0,"22673,8587",1.0
2460,False,47.2,A,False,1,0,0,0,0,1,0,0,0,1,0,0,184,3,2011,3,3,222,29511,0,0,70,4,"23178,16360,26316,17441,30348,29064,30310,28646,539,20407,3033,35969,5718,42259,42882,21404,13612,38536,13729,16740,17926,38116,35684,14888,43349,25775,34847,13998,15714,24407,6077,17231,20573,9550,22639,3985,41557,24960,15793,27148,16906,30821,21795,10651,21985,28235,24848,25678,13686,26971,15672,29038,19347,23540,39543,16649,22774,9752,24119,13645,28181,7801,34842,12011,6615,19248,23449,30429,28898,26863",1.0
26123,False,42.4,F,False,0,0,0,1,0,1,0,0,0,0,1,0,15,1,2014,4,11,0,1827,1,0,2,0,"22828,44656",1.0
34414,False,34.3,A,False,1,0,0,0,0,1,0,0,0,0,0,1,25,1,2015,4,1,0,0,0,0,1,5,nan,1.0
3474,False,36.3,M,True,1,0,0,0,0,1,0,0,0,0,1,0,307,2,2011,9,1,187,0,0,0,1,0,19366,1.0
34922,False,30.0,B,True,1,0,0,0,0,1,0,0,0,0,1,0,471,6,2015,5,2,294,104,0,0,1,19,nan,1.0
35359,False,36.1,A,False,1,0,0,0,0,1,0,0,0,0,0,1,48,3,2015,5,24,38,0,0,0,1,0,nan,1.0
39099,False,34.5,J,False,1,0,0,0,0,0,1,0,0,0,0,1,50,1,2015,12,19,0,0,1,0,1,1,nan,1.0
39386,False,46.8,F,False,1,0,0,0,0,0,1,0,0,0,0,1,55,3,2016,1,3,5,94,0,0,1,11,nan,1.0
42730,True,23.3,L,True,1,0,0,0,1,0,0,0,0,0,1,0,318,1,2016,7,7,9,827,0,1,10,48,"41786,4607,42259,33828,10092,25977,28195,22639,18996,7555",1.0
43155,True,41.6,K,False,1,0,0,0,1,0,0,0,0,0,1,0,5,32,2016,7,29,8,21,1,0,1,0,nan,1.0
43606,False,28.6,A,False,0,0,1,0,0,1,0,0,0,0,0,1,68,3,2016,8,23,4,0,0,0,1,0,nan,1.0
43811,False,20.8,A,False,0,0,0,1,0,1,0,0,0,1,0,0,15,9,2016,9,3,0,0,0,0,1,0,nan,1.0
44987,False,37.7,A,False,1,0,0,0,0,1,0,0,0,0,0,1,15,3,2016,10,31,0,0,0,0,1,0,nan,1.0
47131,False,28.3,M,False,0,0,1,0,0,1,0,0,0,1,0,0,15,3,2017,2,19,0,0,0,0,1,0,nan,1.0
48218,False,43.4,H,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2017,4,12,0,0,0,0,1,0,nan,1.0
5648,False,41.4,K,False,0,1,0,0,0,1,0,1,0,0,0,0,62,4,2012,6,24,30,0,0,0,4,7,"12766,9479,17701,26991",1.0
5675,False,36.2,N,False,1,0,0,0,0,1,0,0,0,0,0,1,52,1,2012,6,28,51,1337,1,0,2,0,"29038,26863",1.0
5782,False,29.9,A,False,1,0,0,0,0,1,0,0,0,0,0,1,155,1,2012,7,1,209,46,0,0,1,0,39423,1.0
6035,False,52.3,A,False,1,0,0,0,0,1,0,0,0,0,0,1,114,1,2012,7,2,120,406,1,0,1,0,nan,1.0
6288,True,28.8,A,False,0,0,1,0,1,0,0,0,0,1,0,0,10,1,2012,7,4,11,2,0,0,1,0,nan,1.0
9383,True,34.2,L,True,1,0,0,0,0,0,1,0,0,1,0,0,1626,3,2012,8,22,1894,40604,0,2,21,36,"17011,21357,21665,41241,42259,10510,14635,47332,41118,41481,4703,3985,46970,11465,18996,15703,40026,6919,6493,19248,40259",1.0
1,False,32.4,J,True,0,0,0,0,0,0,0,0,0,1,0,0,664,1,2009,5,10,1275,16274,0,0,8,0,"6597,5245,19410,4813,4808,21557,6493,225",1.0
10001,False,42.9,A,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1671,2012,9,6,0,0,0,0,1,0,nan,
10003,False,47.4,B,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10006,False,35.2,D,False,1,0,0,0,1,0,0,0,0,0,1,0,0,49,2012,9,6,0,1,0,0,1,0,nan,
10007,True,28.6,B,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10009,False,56.6,L,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10010,False,47.4,B,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10011,False,36.6,A,False,0,0,0,1,1,0,0,0,0,1,0,0,15,1679,2012,9,6,0,0,1,0,1,0,nan,
10012,False,37.3,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1691,2012,9,6,0,85,0,0,1,0,nan,
10013,False,27.3,B,False,0,0,0,1,0,1,0,0,0,1,0,0,43,37,2012,9,6,14,0,1,0,1,0,nan,
10014,False,25.8,M,False,1,0,0,0,0,1,0,0,0,1,0,0,15,5,2012,9,6,0,0,2,0,1,0,nan,
10015,False,59.2,M,False,1,0,0,0,1,0,0,0,0,1,0,0,0,3,2012,9,6,0,0,0,0,1,0,nan,
10016,False,37.6,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
1002,False,32.2,A,False,1,0,0,0,1,0,0,0,0,1,0,0,0,2008,2010,5,21,0,0,0,0,1,0,nan,
10020,False,28.0,A,False,0,0,0,1,0,0,1,0,0,1,0,0,0,1656,2012,9,6,0,0,0,0,1,0,nan,
10021,False,48.2,N,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10022,True,25.9,J,False,1,0,0,0,0,1,0,0,0,1,0,0,3,1422,2012,9,6,3,0,0,0,1,0,nan,
10023,False,45.7,E,False,1,0,0,0,1,0,0,0,0,1,0,0,0,352,2012,9,6,0,6,0,0,1,0,nan,
10024,False,33.1,E,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10025,False,57.0,B,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10026,False,48.4,F,False,0,0,0,1,0,1,0,0,1,0,0,0,0,1321,2012,9,6,0,0,0,0,1,0,nan,
10027,False,31.1,B,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10028,False,34.3,A,False,0,0,1,0,0,0,1,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10029,False,43.4,A,False,0,0,0,1,0,0,1,0,0,0,1,0,10,22,2012,9,6,10,4093,0,0,1,0,nan,
10030,False,37.1,D,False,1,0,0,0,1,0,0,0,0,1,0,0,0,531,2012,9,6,0,0,0,0,1,0,nan,
10032,False,39.0,D,False,1,0,0,0,1,0,0,0,0,0,0,1,18,308,2012,9,6,4,961,1,0,1,0,nan,
10033,False,35.5,G,False,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2012,9,6,0,3672,0,0,1,0,20088,
10035,True,41.5,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1690,2012,9,6,0,0,0,0,1,0,nan,
10036,False,38.8,A,False,0,0,0,1,1,0,0,0,1,0,0,0,30,902,2012,9,6,0,37,0,0,1,4,8191,
10039,False,40.9,A,False,1,0,0,0,0,1,0,0,0,0,0,0,15,306,2012,9,6,0,0,0,0,1,0,nan,
10041,True,43.9,F,False,0,0,0,1,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10043,False,47.7,B,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10044,False,38.3,A,False,1,0,0,0,0,0,1,0,0,0,0,0,0,744,2012,9,6,0,0,0,0,1,0,nan,
10045,False,41.6,A,False,0,0,1,0,0,1,0,0,1,0,0,0,0,253,2012,9,6,0,0,1,0,1,0,nan,
10046,False,34.3,A,False,1,0,0,0,0,0,1,0,0,0,0,1,0,8,2012,9,6,0,0,2,0,1,0,nan,
10047,False,50.0,B,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1694,2012,9,6,0,0,0,0,1,0,nan,
10048,True,27.0,A,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10049,False,31.1,A,False,0,0,0,1,1,0,0,0,0,0,0,1,15,71,2012,9,6,0,0,0,0,1,0,nan,
10053,True,26.2,B,False,1,0,0,0,0,0,1,1,0,0,0,0,73,123,2012,9,6,96,116,0,0,7,0,"11356,24198,10605,15856,23927,45397,13004",
10054,False,43.2,L,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1696,2012,9,6,0,0,0,0,1,0,nan,
10055,False,33.1,B,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1283,2012,9,7,0,0,0,0,1,0,nan,
10057,True,29.5,A,False,0,0,1,0,0,0,1,0,0,1,0,0,0,1472,2012,9,7,0,0,0,0,1,0,nan,
10058,False,53.3,L,False,1,0,0,0,0,0,1,0,0,1,0,0,0,617,2012,9,7,0,2,0,0,1,0,nan,
10059,True,44.5,C,False,0,0,0,1,0,1,0,0,0,1,0,0,0,1396,2012,9,7,0,0,0,0,1,0,nan,
10061,False,42.3,A,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1695,2012,9,7,0,0,0,0,1,0,nan,
10062,True,28.0,B,False,0,0,1,0,0,0,1,0,0,1,0,0,0,1695,2012,9,7,0,0,0,0,1,0,nan,
10064,False,37.1,A,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1695,2012,9,7,0,0,0,0,1,0,nan,
10065,False,38.9,H,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1695,2012,9,7,0,114,0,0,1,0,nan,
10066,False,28.8,A,False,0,0,1,0,0,1,0,0,0,1,0,0,0,1695,2012,9,7,0,0,0,0,1,0,nan,
10067,False,42.4,M,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1059,2012,9,7,0,0,0,0,1,0,nan,
10068,False,36.8,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1194,2012,9,7,0,35,0,0,1,0,nan,
10069,False,37.1,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1695,2012,9,7,0,0,0,0,1,0,nan,
10075,False,28.1,E,False,0,0,0,1,0,1,0,0,0,1,0,0,0,1328,2012,9,7,0,0,0,0,1,0,nan,
10076,False,43.3,F,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1695,2012,9,7,0,0,1,0,1,0,nan,
10077,True,30.3,A,False,1,0,0,0,0,1,0,1,0,0,0,0,0,1678,2012,9,7,0,263,0,0,1,0,nan,
10078,False,43.3,K,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1341,2012,9,7,0,0,0,0,1,0,nan,
10079,False,28.4,A,False,0,0,1,0,0,0,1,0,0,0,1,0,15,12,2012,9,7,0,0,0,0,1,0,nan,
10080,True,26.1,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1695,2012,9,7,0,0,0,0,1,0,nan,
10081,True,25.9,A,True,1,0,0,0,0,1,0,0,0,0,1,0,115,17,2012,9,7,0,5275,0,0,2,0,"9483,6987",
10083,False,41.1,M,False,1,0,0,0,1,0,0,0,0,1,0,0,0,770,2012,9,7,0,0,0,0,1,0,nan,
10085,False,43.0,K,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1694,2012,9,8,0,0,0,0,1,0,nan,
10087,True,36.5,F,False,1,0,0,0,0,1,0,1,0,0,0,0,21,1085,2012,9,8,6,414,0,0,5,0,"18334,6757,14306,1274,10245",
10089,False,46.6,F,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1694,2012,9,8,0,0,0,0,1,0,nan,
10090,False,33.6,A,False,0,1,0,0,0,1,0,0,0,1,0,0,0,1683,2012,9,8,0,0,0,0,1,0,nan,
10091,False,39.1,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1680,2012,9,8,0,0,0,0,1,0,nan,
10092,True,30.4,A,False,0,0,0,1,0,0,1,0,0,1,0,0,81,112,2012,9,8,29,18,0,2,17,2,"5245,3012,42730,14635,41984,25684,9436,4808,8746,22828,6848,9752,18996,13868,6493,37801,9137",
10095,False,34.3,A,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2012,9,8,0,324,0,0,7,0,"6597,20546,880,26876,36561,40401,21805",
10096,False,33.3,K,False,1,0,0,0,1,0,0,0,0,1,0,0,15,368,2012,9,8,0,7,0,0,1,0,nan,
10099,False,52.3,A,False,1,0,0,0,1,0,0,0,0,1,0,0,0,47,2012,9,8,0,1,0,0,1,0,nan,
101,False,36.4,B,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1479,2009,11,11,0,0,0,0,1,0,nan,
10102,False,39.1,F,False,0,0,0,1,0,0,1,0,0,1,0,0,0,1694,2012,9,8,0,0,0,0,1,0,nan,
10105,False,34.0,A,False,0,0,1,0,0,1,0,0,1,0,0,0,15,1689,2012,9,8,0,0,1,0,1,0,nan,
10106,True,28.2,A,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1253,2012,9,8,0,0,0,0,1,0,nan,
10107,False,37.3,A,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1592,2012,9,8,0,5,0,0,1,0,nan,
10109,False,44.4,B,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1694,2012,9,8,0,0,0,0,1,0,nan,
10110,True,25.5,A,False,0,0,0,1,0,0,1,0,0,1,0,0,34,353,2012,9,8,4,26700,0,0,16,0,"3199,20394,19558,18289,12754,2796,13028,9350,10266,4877,14306,8499,24814,16281,10763,15703",
10111,False,29.2,A,False,1,0,0,0,0,1,0,0,0,1,0,0,0,80,2012,9,8,0,0,0,0,1,0,nan,
10113,True,26.2,L,False,0,0,0,1,0,0,1,0,0,1,0,0,50,1606,2012,9,9,0,0,0,0,1,0,nan,
10114,False,59.1,A,False,0,1,0,0,1,0,0,0,0,1,0,0,0,220,2012,9,9,0,0,0,0,1,0,nan,
10115,True,48.2,A,False,1,0,0,0,0,1,0,0,0,1,0,0,15,184,2012,9,9,0,1,0,0,1,0,4072,
10117,True,49.7,B,False,0,0,1,0,0,1,0,0,0,1,0,0,15,1343,2012,9,9,0,39,0,0,2,0,"6845,9236",
10118,False,40.8,J,False,0,0,0,1,0,0,1,0,0,1,0,0,0,1622,2012,9,9,0,0,0,0,1,0,nan,
10119,False,41.2,L,False,0,0,1,0,0,1,0,0,0,1,0,0,15,49,2012,9,9,0,0,1,0,1,0,nan,
10120,False,35.9,G,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1693,2012,9,9,0,0,0,0,1,0,nan,
10122,False,38.2,A,False,1,0,0,0,1,0,0,0,0,1,0,0,50,1216,2012,9,9,0,0,0,0,1,0,nan,
10123,False,28.7,A,False,1,0,0,0,0,0,1,0,0,1,0,0,0,1691,2012,9,9,0,0,0,0,1,0,nan,
10124,False,44.3,S,False,0,0,1,0,0,0,1,0,0,0,0,1,20,146,2012,9,9,0,9,0,0,1,1,nan,
10127,False,25.0,L,False,1,0,0,0,0,1,0,0,0,1,0,0,15,9,2012,9,9,0,433,0,0,1,0,nan,
10129,False,34.3,G,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1693,2012,9,9,0,0,0,0,1,0,nan,
1013,True,46.4,A,False,0,0,0,1,1,0,0,0,0,1,0,0,15,1722,2010,5,22,0,0,0,0,1,0,nan,
10130,False,34.4,A,False,1,0,0,0,0,1,0,0,0,0,0,1,0,1085,2012,9,9,0,0,0,0,1,0,nan,
10132,False,33.5,B,False,1,0,0,0,0,1,0,0,0,1,0,0,0,1693,2012,9,9,0,0,0,0,1,0,nan,
10133,False,31.1,S,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1693,2012,9,9,0,0,0,0,1,0,nan,
10134,False,37.2,G,False,0,0,0,1,0,1,0,0,0,1,0,0,0,157,2012,9,9,0,0,0,0,1,0,nan,
10135,False,42.8,C,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1156,2012,9,9,0,0,0,0,1,0,nan,
